ROW_NAMES	SARS.CoV2_E	SARS.CoV2_M	SARS.CoV2_N	SARS.CoV2_nsp1	SARS.CoV2_nsp2	SARS.CoV2_nsp4	SARS.CoV2_nsp5	SARS.CoV2_nsp5_C145A	SARS.CoV2_nsp6	SARS.CoV2_nsp7	SARS.CoV2_nsp8	SARS.CoV2_nsp9	SARS.CoV2_nsp10	SARS.CoV2_nsp11	SARS.CoV2_nsp12	SARS.CoV2_nsp13	SARS.CoV2_nsp14	SARS.CoV2_nsp15	SARS.CoV2_orf3a	SARS.CoV2_orf3b	SARS.CoV2_orf6	SARS.CoV2_orf7a	SARS.CoV2_orf8	SARS.CoV2_orf9b	SARS.CoV2_orf9c	SARS.CoV2_orf10	SARS.CoV2_Spike	
PSMD1	0	0.5703664	0	0	0.225968	1.519776	0	0	1.35278	0.7734897	0	0	0	0	0	0	0	0.6461952	0.7413337	0	0	0.5825479	0	0	-0.2759724	0	0	
SDF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.23608	0	0	0.9799081	0	
PFDN5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8473048	0	0.4334704	0	0	0	0	0	0	0.4756839	0	0	0	0	
RNF2	0	0	0	0	0	0	0	0	0	0	0.4753508	0	0	0	0	0	0	0	0.8598342	0	0	0	0	0	0	0	0	
NEU1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.99854	0	0	0	0	
SORT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1495197	0	4.500824	0	0	
DNAJC2	1.963101	0	0	0	0	0	0	0	0	0	0	0	0	1.618435	0	1.562008	0	0	0	0	0	0	0	0	0	0	0	
MPHOSPH6	0	0	0	0	0	0	0	0	0	0	2.837693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NUP88	0	0	0	0	0	0	0	0	0	0	0	13.49371	0	0	0	0	0	0	0.2652369	0	0	0	0	0	0	0	0	
PIK3R4	0	0.9707125	0	0	0	0	0	0	0	0	0	1.909207	0	0	0	0	0	0	0	0	0	0	0	0	0.1460764	0	0	
POP1	0	0	0	0	0	0	0	0	0	0	17.06883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
S100A13	0	0	0	0	0	0	0	0	0	0	0	0	0	1.844444	0	1.899335	0	0	0	0	0	0	0	0	0	0	0	
DNAJC7	14.84598	-1.374276	0	0	0	0	0	0	11.51467	0	0	0	0	0	0	-1.268436	0	3.742282	0	0	0	0	0	36.4152	0	14.53445	0	
PHB2	0	0	0	0	0	0	0	0	32.96526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.54034	0	0	
SDHC	5.560239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CHP1	0	10.8042	0	0	0	0	0	0	0	-0.2814919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.71211	0	0	
KIF2C	1.085591	0	0	0	2.274943	0.503297	0	0	1.6889	0	0	1.602994	0	0	0	1.890875	0	1.539823	0	0	0	0	0	0	0	0	1.922014	
HSD17B10	0	0	0	0	0	0	0	0	7.193555	0	0	0	0	0	0	5.893538	0	0	0	0	0	0	0	0	0	0	0	
SIGMAR1	0	-0.2120766	0	0	0	0	0	0	14.28929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6027581	0	0	
HNRNPAB	0	0	0	0	0	0	0	0	0	0	1.915808	0	0	0	0	0	0	0	3.465392	0	0	0	0	0	0	0	0	
NAP1L4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.382975	0	0	
TXN2	0	0	0	0	0	0.4041006	0	0	0	0	0	0.5530386	0	0	0.5137734	0	0	2.331456	0.3998665	0	0	0	0	0	0	0	1.811063	
ABCA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.064142	0	0	
MIPEP	0	0	0	0	0	0	0	0	0	1.104411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
TM9SF2	0	1.25899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.22124	0	2.47017	0	0	
SLC29A1	0	1.849302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7710634	0	0	
CCT7	0	-1.081105	-0.2812567	0	2.390356	0	0	0	0	-0.05334551	0	0	0	0	13.4246	0.5058635	20.27308	0	19.29303	0	0	0	0	0	-0.8862044	0	0	
EBNA1BP2	0	0	8.024438	0	0	0	0	0	0	0	21.6588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PRMT1	0	0	0	0	4.768281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RNF5	1.814132	1.377549	0	0	0	0.9450375	0	0	1.414083	0.9802008	0	0	0	0	0	0	0	0	-0.05823039	0	0	0.6952131	-0.1520212	0	-0.02284586	1.171754	0	
PKP2	0	0	0	220.7291	0	0	0	0	0	0	0	0	0	0	0.1728714	0	0	0	0	0	0	0	-0.7813285	0	0	0	0	
SH3GL1	0	0	0	0	0	0	0	0	1.838522	0	0	0	0	0	0	0.4301538	0	0	0	0	0	0	0	0	0	0	0	
VRK1	5.972424	0	0	0	1.256193	0	0	0	4.734147	0	0	0	1.652442	1.363962	0	2.29532	0	2.949836	0	0	1.473733	0.1358654	0	1.44784	0	0	1.156037	
GDF15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.70039	0	0	0	0	
AKAP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262.9253	0	0	0	0	0	0	0	0	0	0	0	
DPYSL5	0	0	0	0	0	0	0	0	0	0	0	5.004608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NIPSNAP1	0	0.6887746	0	0	0	0.1747423	2.799745	0	0	0	0	0	0	1.06689	0	0.7388079	0	0	0	0	0	0	1.532036	0	-0.2368977	0	0	
NCAPG	0	0.550763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4524283	0	0	
DDX50	0	0	2.904573	0	0	0	0	0	0	0	20.39062	0	0	0	0	0	0	0	-0.1319916	0	0	0	0	0	0	0	0	
TRIR	3.734843	0	0	0	1.87973	1.515792	0	0	2.004571	2.342177	0	0	0	0	1.957807	2.502367	0	0	0	0	0	0	0	0	0	0	0	
GRWD1	0	0	3.759029	0	0	0	0	0	0	0	19.66529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MACROD1	0	0	0	0	0	0	0	0	0	0	0	7.34678	0	0	0	3.7404	0	0	0	0	0	0	0	0	0	0	5.563383	
TCF25	0	0.3195338	0	0	0	0	0	0	0	0	0	0	0	0	3.358699	0	0	0	0	0	0	0	0	0	0	0	0	
CMSS1	0	0	1.17163	0	0	0	0	0	0	0	0.06051351	0	0	0	0	0.1524367	0	0	0.4449969	0	0	0	0.1946501	0	0	0.5240475	0	
ECSIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.76783	0	0	
VKORC1	1.753177	0.7473174	0	0	0	0.8840818	0	0	0.7170854	0.9192452	0	0	0	0	0	0	0	0	-0.07834576	0	1.972125	0.6342574	0.1126247	0	0.6596705	0.0007048409	0	
TUBA1C	0	0.08509734	-0.894316	0	0	-0.5735269	0	0	-0.605608	-0.5383636	-0.9820995	-0.3501937	0	6.175135	1.408912	-0.6338532	0	0	0	0	-0.1960682	3.930433	0.1652411	2.828454	-0.1749673	4.157936	0.6410588	
SELENOS	1.371309	0	0	0	0	0	0	0	0	9.378105	0	0	0	0	0	0	0	0	0	0	0.5139727	0	0	0	0.8191433	0	0	
MYBBP1A	-0.3862064	-1.216172	-1.21152	0	-0.620423	0	0	0	-0.7658322	0	33.89476	-0.5617854	-0.2926951	-0.690378	0	0	0	0	-0.9770964	-0.1767524	-0.2395107	0.365701	0	0	33.96047	-0.8165998	-0.4523674	
GORASP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.85681	0	0	0	0	0	0	0	0	0	0	0	
FYCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.25396	0	0	0	0	0	0	0.1495197	0	-0.007539382	0	0	
SLC25A21	0	4.41881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03617171	0	0	
BUD13	0	0	0	0	0	0	0	0	0	0	2.133604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
C7orf50	0	0	3.81978	0	0	0	0	0	0	0	12.23278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NUDT16L1	0	0	0	0	0	0	29.15371	0	16.03817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
SDF4	0	9.836888	0	0	0	0	0	0	0	0	-0.6557615	0	0	0	0	0	0	0	0	0	0	0.9392706	7.162175	0.2121846	-0.2378632	3.196814	0	
TM2D3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.78201	0	0	0	0	
CHCHD6	0	0	0	0	0	0	0	0	0	0.5693203	0	0	0	0	0	0	0	0	0	0	0	0	0	1.886698	0.7710634	0	0	
PGAP4	0	2.003539	0	0	0	0.8280079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.462586	0	0	
ADPGK	0	0.7447032	0	0	0	0	0	0	0	2.496548	0	0	0	0	0	0	0	0	0	0	0	0	0.8639317	0	0	0	0	
RIOK1	0	0	0	0	0	0	0	0	0	0	0	0	0	9.670967	0	0	0	0	0	0	0	0	0	0	0	0	5.099424	
UQCC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.218274	3.960159	0	
LLPH	0	0	0.8661801	0.9124459	0	0	0	0	0.2436765	0	3.058576	0	0	0	0	0	0	0	0.2945512	0	0	0	0	0	0	0	0	
SLC39A3	0	0.7795015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ERP44	0	0	0	0	0	0.4396676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.92075	0	0	0.6663843	0	
TMEM175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6811669	0	0	
NOL10	0	0	0	0	0	0	0	0	0	0	17.77292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
TIMM29	0	0	0	0	0	25.39948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
TACO1	2.283011	0	0	0	0	0	0	0	0	0	0	0	0	3.809949	0	3.16975	0	0	0	0	0	0	0	3.915269	0	0	0	
HDHD3	0	0	0	0	0	0	0	0	3.14454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
TUBGCP2	0	27.74293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7366691	0	0	-0.07142918	0	0	
MTG1	0	0	0	5.656916	0	0	0	0	5.269429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ALG1	0	0.7966806	0	0	0	0	0	0	0	0.3673787	0	0	0	0.5814459	0	0	0	0	0	0	0	0.6638162	-0.3189381	0	7.140058	1.140357	0.1898573	
NDFIP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.064142	0	0	
MCMBP	0	0	0	0	0	1.043542	0	0	0	0	13.61611	0	3.45198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
DCUN1D5	0	0	0	0	0	6.599089	0	0	0	0	0	0	0	5.853612	0	2.091482	0	0	5.621263	0	0	0	0	0	0	0	9.426263	
TMEM43	0	16.34651	0	0	-0.2857498	6.548928	0	0	12.04702	1.354614	0	0	0	0	0	-0.7615382	0	0	0	0	0	0	0	0	1.066771	2.427412	0	
TBCD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.238182	0	0	14.32106	0	0	
NDC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.745309	0	0	
FUCA2	0	1.295358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.225807	2.30385	0	0	1.864901	0	
THTPA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1098253	0	0	9.135989	0	
NDUFAF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.237444	0	0.9185666	0	0	
TMEM70	0	0.8965583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.999151	0	0	
TUBB6	0.6579707	10.98006	0	-0.07821302	-0.6015732	-0.930229	0	0.07018827	0	-0.7346949	-2.029117	-0.03970103	0	3.012148	4.769279	-1.887301	0	0	-0.9517156	0	1.023615	3.324066	3.002817	-0.3790665	0.6726732	8.29292	-0.4376591	
HNRNPUL1	0	0	0.1114602	0	-0.004974852	0	0	0	0	0	43.71731	0	0	0	0	0	0	0	-0.1969085	0	0	0	0	0	0	0	0	
DERL1	0	3.161095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.082064	0	0	
DDX23	0	0	0	0	0	0	0	0	0	0	2.133604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RAB5IF	0	0.9707125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.551319	0	0	
C1orf50	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3603509	0	9.331544	0	0	0	0	0	0	0	0	0	0	0	
ADI1	0	0	0	0	0.9543687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00192	0	0	0	
RNF126	2.712187	4.53519	0	0	0	0	0	0	1.334186	0	0	0	0	0	0	0	0	0	0	0	0.2852341	1.224025	-0.3284011	0	0.6614365	1.111682	0	
CEP250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364.236	0	0	0	0	0	0	0	0	0	0	0	
NTMT1	0	0	0	1.477729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7816262	0	0	0	0	0	
TUBB2B	0	1.398847	0	0	0	0	0	0	0	0	0.09628747	0	0	0.8230336	0	0	0	0	0	0	0	1.741733	0	1.691952	0.4149659	0.7373071	0	
TMEM109	0	-0.1819631	0	0	0	1.078301	0	0	0.9113045	0	0	0	0	0	0	0	0	0	0	0	0.349035	0.2867593	0	0	8.017697	0.06479713	0	
PBDC1	0	0	0	1.113524	0.5901642	0	0	0	0	0	0	0	0	0	0	1.724024	0	0	0	0	0	0	0	0.6377155	0	0	0	
PTDSS2	0	2.353668	0	0	0	0	0	0	0.1882021	0.2549148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.583444	0	0	
NOC4L	0	0	0	0	0	0	1.301495	0	0	0	4.146253	0	0	0.4479998	0	0	0	0	0	0.8649308	0	0	0	0	0	0	0	
UTP14A	0	0	0	0	0.4547065	0	0	0	1.102451	0	1.034992	0	0	0	2.545266	0	0	0	0	0	0	0	0	0	0	0	0	
ALG8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.128284	0	0	
TMED9	0	0	0	0	-0.02893075	2.881007	0	0	1.151166	0.7825194	0	0	0	0	0	0	0	0	0	0	0	0	1.338092	0	8.515512	0	0	
NUP58	0	0	0	0	0	0	0	0	0	0	0	44.82881	0	0	0	0	0	0	0	0	0	0	0	0	-0.5136634	0	0	
GNL3	2.139799	-0.9718276	2.602667	0	0.1730362	0	0	0	-0.4476105	0	27.27579	0	0	-0.2820171	0	0	0	0	1.15943	2.397553	-0.04000274	0	-0.8525992	0	0	-0.3242406	0.1804096	
TIMM21	0	2.691853	0	0	0	0	0	0	0	8.480897	0	0	0	0	0	0	0	0	0	0	0	-0.1263804	3.166987	0	-0.4504781	0.03087813	0	
TMEM106C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.296438	0	2.46885	0	0	
KIFC1	0	0.7569217	0	0	2.383575	0	0	0	0	0	0	0	0	0	0	0	0	0	5.880923	0	0	0	0	2.575222	0	0	3.044199	
ELOVL1	0	0	0	0	0	0	0	0	0	2.833876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7710634	0	0	
HIGD2A	0	0	0	0	0	0	0	0	0	1.104411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
TARS2	0	5.22762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.187029	0	0	0.6778478	0	0	
RBM4	0	0	0	0	0	0	0	0	0	0	4.267208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
SF3B5	0	0	0	0	0	0	0	0	0	0	6.400812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
C1orf43	0	0	0	1.477729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8598342	0	0	0	0	0	0	0	0	
CHID1	0	0	0	0	5.634316	4.903703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.545009	0	0	0	9.416687	
TM2D2	0	3.94475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
SGPP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.010365	0	0	0	0	0	
TMEM120A	0	0.5782341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.220558	0	0	
SRRT	1.455721	0	0	0	0	0	0	0	0.1413855	0	0	0.3454323	0	3.117448	0	3.845878	0	0	0	0	0	0	0	0	0	0	0	
NUSAP1	0.3422966	0	0.9560411	0	0	0	1.026031	2.134373	0.0003865116	0	3.592532	0	0	0	0	0	0.6223855	0	0.5785598	0	0.4145497	-0.02694673	0	0	0	0	0.3097098	
SLC26A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.745309	0	0	
HDHD5	0	5.22762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.153784	0	0	0.3442875	0	
FANCD2	0	18.69897	0	0	0	0	0	0	0	-0.2712857	0	0	0	0	0	0	0	0	0	0	0	11.69086	0	0	1.116485	0	0	
EIF2A	8.067678	0	0	0	4.289587	0	0	0	4.959404	0	0	0	0	0	0	3.413631	0	0	0	0	3.878385	0	0	0	0	0	0	
POLDIP3	5.618318	0	0	0	5.211969	4.481357	0	0	6.714366	0	0	0	0	0	0	0	0	0	3.563432	0	0	0	0	0	0	0	0	
KIAA1671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20248	0	0	0	0	0	0	0	0	0	0	0	0	
MRPL32	0	0	0	5.386089	2.73757	0	0	0	0	0	0	0	0	0	0	0	0	0	2.259168	4.982812	0	1.863388	0	0	0	2.659212	3.567075	
MRPL9	0	0	0	0	0	0	0	0	0	0	1.429515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MRPL1	0	0	0	0	0	0	0	0	0.675156	0	0	0	0	0.8473048	0	0.4334704	0	0	0	0	0	0	0	0	0	0	0	
NIFK	0.1356331	0	-0.04736188	0	-0.06086775	0	0	0	0.05567925	0	10.73567	-0.002230141	0	-0.03412815	0	0	0	0	3.456823	0.3828028	0.2078862	0	0	0	0	0	2.269117	
YTHDF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.441398	0	0	0	0	0	0	0	0	0	0	0	0	
MRPS26	0	0	0.2585457	0	0	0	0	0	0	0	5.385578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MRPL37	0	1.668979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2436287	0	0.6502467	0	0	
GTPBP4	0	0	0	0	0	0	0	0	0	0	21.49675	0	0	0	0	0	0	0	12.67626	0	0	0	0	0	0	0	15.46683	
UACA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.824318	0	0	0	0	0	0	0	0	0	0	0	
UPF3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.440465	0	0	0	0	0	0	0	0	0	0	0	
UBL5	0	0	0.3740811	2.554448	0.9685079	0.1972431	0	1.74446	0	0.7300336	-0.4830616	0.4996324	0	0	1.027212	-0.4053393	0	1.233769	0.6820397	1.281366	0	0.02986077	0	0	-0.5525235	0	1.465217	
EDEM3	0	0.9758315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.75719	0	0	0	0	
UCK2	1.496873	4.953243	0	0	-0.06839139	-0.1586918	0	0	3.044495	0	0	1.814499	0	0	0	0	0	0	-0.1629259	2.245872	0	1.487599	0	-0.02084001	-0.5703317	0.8544951	0.09552273	
API5	0	0	0	0	0	2.33321	0	0	0	0	0	0	0	0.5211406	0	0.1073062	0	0	0	0.9380715	0	0	0	0	0	0	1.811063	
TRIM4	0	0	0	0	0	0	0	0	0	0.644443	0.9701249	0	0	0	0	0	0	0	0	0	0	0.5503971	0	0	0	0	0	
ZDHHC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.4913	
ZYG11B	0	0	0	0	0	0	0	0	0	0	0	0	0	16.54913	0	0	0	0	0	0	0	0	0	0	0	88.7818	0	
SELENOI	0	1.582624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
XPO4	0	1.582624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
LNPK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.382975	0	0	
WDR12	0	0	0	0	0	0	0	0	0	0	3.689346	0	0	0	0	0	0	0	1.28382	0	0	0	0	0	0	0	0	
YIPF3	0	2.126595	0	0	0	0	0	0	1.912198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.833844	0	0	
ROGDI	0	0	0.3713523	0.6687248	0.1453646	0.05506423	1.0256	2.133498	0.4743935	0	0	0.2040022	0.4730925	0.1721042	0.8089501	-0.0163014	0	0	0.05083013	0	1.31527	-0.02737782	0	0	0	0.7381812	0	
C20orf27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7960125	0	0	0	0	0	0	0	0	0	0	0	
PITHD1	0	0	0	0	0	8.719235	0	0	0	0	0	0	0	0	0	5.72431	0	0	0	0	0	0	0	0	0	0	0	
DERL2	0	0.6588259	0	0	0	0.4041006	0	0	0.3489918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.823423	0	0	
REXO4	0	0	0.6130792	0	0	0	0	0	0	0	9.33784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
DDX24	0	0	1.053164	0	0	0	0	0	0	0	20.50075	0	0	0	0	0	0	0	-0.09702999	0	0	0	0	0	0	0	0	
POLR1E	0	0	0	0	0	0	0	0	0	0	3.961766	0	0	0	0	0	0	0	0	0	0.8068661	0	0	0	0	0	0	
SLIRP	0	0.4169595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6478227	0.4756839	0	0	0	0	
SRR	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4158253	0	0.001991	0	0	0	0	0	0	4.866167	0	0	1.233009	0	
EGLN1	0	0	0	2.388326	1.325746	0	5.046582	0	0	0	0	0	0	0	0	1.206188	0	0	0	0	0	0	0	0	0	0	0	
TMEM39B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.256569	0	0	
COA1	0	0	0	0	0	0	0	0	0	0.7385521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.114655	0	0	
NAA50	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9811083	0	0.5672739	0	0	0	0	0	0	0	0	0	0	0	
TMEM126A	0	0	0	0	0	0	0	0	0	0	0	0	0	1.065635	0	0	0	0	0	0	0	0	2.30072	0	4.462586	0	0	
CLPB	0	9.002997	0	0	-0.3051465	0	0	0	0.4277968	0	0	0	0	0.2650052	-0.2857741	-0.7952785	0	0	0	1.528432	0.4005961	-0.07222821	-0.6500278	-0.04851226	-1.144466	23.26683	0.1877394	
NAT10	0	0	11.36943	0	-0.1605588	0	0	0	-0.1475764	0	47.26646	0	0	0	0	0	0	0	0.1098804	1.183898	0	0	-1.205654	0	0	0	0	
ILKAP	0	0	0	0	0	2.914013	5.929526	0	2.635129	0	0	0	0	0	0	0.8218024	0	0	0	0	0	0	0	0	0	0	5.391177	
XRN2	0	0	-0.09090351	0	0	0	0	0	0	0	44.27095	0	0	-0.05262798	0	0	0.8607042	0	0.3186813	0	0.4387346	-0.457637	0	0	0	0	0	
TOLLIP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7960125	0	0	0	0	0	0	0	0	0	0	0	
NSRP1	0	-0.01271174	0	0.9142541	1.268117	0.3005936	0	0	0	0	0	0.4495316	0.7186219	0.4176336	0	0.003799224	0	0.8111212	0	0	0	0	0	0	0	0	0.5548081	
INTS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.072076	0	0	0	0	0	
DDX47	0	0	0	0	0	0	0	0	10.01434	0	7.77194	0	0	0	0	0	0	0	8.716996	0	0	0	0	0	0	0	0	
MAGT1	0	0	0	0	0	7.14975	0	0	0.2523393	0	0	0	0	0	0	0	0	0	0	0	0	2.015855	0.1726427	0	4.332002	0	0	
RAB1B	0	0	0	0	0	0	0	0	0	2.242288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
TMEM168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.113058	0	0	0	0	0	
LMAN2L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.540079	0	0	0	0	
CCDC8	0	0	0	0	0	0	0	0	0	0	-0.1184204	0	0	0	0	0	0	0	0	0	0	0	7.856335	0	-0.1413429	0	0	
PCDHAC1	0	-0.2432585	-0.03581363	0	0.1603472	0.07004678	0	0	0.01493797	0	0	0.2189848	0	0	0.8393693	1.560402	0.636937	0	0	0	0	0	0.09982387	0.2078986	-0.2190537	0.7686003	0.3242613	
SIL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.70039	0	0	0	0	
IRF2BPL	0.482635	0	0	0	0.2861341	0	0	0	0.7601981	0	0	0	0	2.056765	0	0	0	0.7063613	0.8634892	1.956209	0	0.7047033	0	0	0	0	0.4500482	
UNC93B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.382975	0	0	
TMX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.701853	0	0	0	0	
ISCU	0	0	0	0	0	0	0	13.92832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.964421	
CARD9	0	0	0	2.972778	1.386838	0	0	0	0.365637	0	0	0	0	0.7151513	0.7001937	0.663674	5.584269	1.51405	0	0	0	0	0	2.41543	0	0	0	
VPS11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.28339	0	0	0	0	0	0	0	0	
GAN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.540079	0	0	0	0	
ARV1	0	-0.01451996	0	0	0	0	0	0	0	0.3103892	0	0	0	0	0	0	0	0	0	0	0	0.9137264	0	0	3.757235	0	0	
